Cross 1, Cross 2, Cross 3, Cross 4, Cross 5, Cross 6
210,43,54,112,57,115
195,47,60,123,50,136
192,28,70,87,60,155
213,37,70,132,63,123
222,43,71,126,63,131
194,44,92,146,91,152
211,17,71,119,76,108
209,50,86,119,73,149
205,40,77,158,75,132
192,30,76,117,85,133
187,43,73,131,76,150
207,56,71,122,61,155
180,30,72,130,67,106
175,44,63,128,57,137
170,37,56,98,60,155
176,31,70,135,65,109
184,38,61,82,53,150
140,30,53,118,56,144
194,34,63,96,55,120
180,55,69,140,72,109
151,32,62,112,70,119
158,31,58,87,44,127
158,44,77,111,68,116
163,48,63,120,56,119
155,27,65,102,45,157
157,40,53,99,68,120
176,40,52,111,58,110
161,36,62,95,70,119
172,26,63,92,43,126
170,37,58,94,56,116
160,26,65,70,51,112
157,33,46,106,55,118
151,37,60,120,49,113
158,30,39,97,49,95
156,44,44,90,41,108
142,26,52,112,53,110
155,27,55,89,41,110
138,25,53,88,39,100
149,34,38,88,31,97
128,28,46,90,62,112
135,23,55,79,63,124
135,19,43,83,47,85
121,24,53,93,39,85
174,32,44,87,43,100
113,32,72,90,63,100
118,24,56,100,58,134
130,32,47,74,46,110
98,27,41,91,38,79
120,18,37,73,54,97
120,22,35,77,41,123
114,23,58,80,41,101
133,30,51,92,42,98
123,37,49,81,37,112
138,24,49,82,44,99
121,28,55,72,49,104
139,25,44,77,48,91
120,28,46,86,54,115
125,18,46,78,38,98
101,32,45,82,57,103
147,24,44,84,56,75
129,19,41,89,43,97
105,22,34,71,45,110
131,14,36,48,42,85
102,24,29,74,56,100
100,20,33,70,38,91
114,24,51,64,44,76
108,19,38,76,54,104
108,20,53,68,46,92
85,19,38,78,51,85
104,18,37,57,43,81
93,14,24,54,37,78
84,16,39,62,46,87
104,19,32,64,29,80
75,17,30,66,26,66
84,19,28,47,20,77
94,20,30,73,36,64
81,8,36,52,30,65
70,20,23,57,30,66
82,11,11,42,42,62
72,15,28,60,36,49
67,15,21,55,24,72
71,11,23,46,33,54
72,10,30,54,29,59
42,10,23,32,26,54
49,12,24,42,35,68
67,16,22,46,35,55
44,11,27,49,37,52
43,10,25,25,31,55
50,11,21,34,33,54
36,7,12,28,16,40
35,8,14,28,35,49
31,7,27,23,30,57
45,10,15,39,20,43
42,9,15,34,24,43
59,7,22,34,27,44
33,8,21,24,25,41
38,7,23,23,22,32
22,6,24,13,26,24
33,4,12,21,13,44
31,6,14,19,13,38
5,2,4,9,10,22
30,1,17,15,28,38
32,4,19,23,18,32
27,6,11,24,21,37
33,8,16,27,15,39
26,3,11,21,25,18
38,4,9,19,18,29
22,2,5,12,15,30
18,2,3,13,20,21
25,3,10,23,11,19
17,1,14,13,21,20
14,2,12,11,17,30
17,4,13,12,19,28
23,4,9,18,24,20
26,4,13,16,20,28
17,3,6,10,15,29
27,1,4,13,19,26
15,1,8,13,17,33
18,1,6,8,17,23
21,3,10,19,20,20
15,2,10,11,9,18
8,3,10,7,21,21
22,5,10,19,14,19
19,0,8,12,10,19
20,1,3,15,9,17
14,1,5,13,16,14
17,1,6,12,12,18
17,2,8,8,10,11
23,1,10,10,16,19
17,1,8,21,19,20
16,1,6,10,8,17
17,3,8,12,16,23
9,1,11,8,19,9
10,1,7,11,16,18
15,0,5,10,14,14
9,2,8,7,13,15
15,0,6,15,17,17
18,5,8,14,7,23
19,2,11,12,11,14
17,2,12,11,18,21
16,3,6,14,12,18
12,0,11,10,11,16
12,0,8,9,11,18
11,1,6,8,8,17
19,3,13,13,8,15
19,2,12,10,6,21
26,2,10,17,11,20
28,7,15,14,7,18
26,1,5,15,1,21
28,4,14,11,10,28
29,4,18,14,11,22
25,2,26,20,9,27
45,6,22,21,5,16
30,7,13,22,12,18
36,5,24,22,11,44
45,5,20,31,7,23
44,4,24,23,11,35
40,6,27,17,12,25
49,8,17,32,6,26
46,8,25,21,11,22
60,8,24,25,8,34
45,6,29,36,17,33
61,11,28,33,14,44
77,12,24,53,11,33
68,10,33,35,15,44
68,9,24,32,9,40
53,13,23,31,15,35
71,11,31,41,19,36
91,11,32,48,15,39
82,16,37,45,24,45
90,12,38,38,18,50
82,15,38,60,16,40
94,22,34,54,22,57
68,8,27,38,29,57
83,12,49,56,18,53
77,14,34,56,26,45
116,14,51,56,25,62
110,12,44,58,36,74
99,19,56,71,29,75
98,23,31,57,31,84
97,10,38,70,27,70
104,21,48,65,33,89
126,27,55,68,29,77
109,25,46,69,26,91
117,25,55,82,35,90
109,21,71,63,45,78
103,23,50,65,27,83
131,25,36,76,15,103
136,28,57,65,44,88
135,17,38,86,28,89
130,19,55,90,43,114
126,30,58,110,30,91
149,27,53,60,32,86
133,18,62,66,37,111
106,11,49,78,34,98
126,31,49,82,35,102
136,30,53,87,33,109
134,18,54,82,41,94
129,21,61,71,44,113
164,26,58,107,49,107
163,30,56,94,43,104
151,22,45,96,36,105
140,30,53,101,47,66
159,23,49,98,38,90
151,36,61,114,37,104
140,19,52,86,44,106
147,24,59,103,39,103
124,30,58,84,53,105
150,21,45,68,40,99
133,20,42,80,49,105
150,29,53,105,37,66
119,21,44,89,49,119
164,34,54,86,34,101
149,23,49,108,50,110
141,23,46,94,38,110
151,22,48,96,37,103
123,21,51,93,51,108
138,29,48,106,41,108
147,24,66,86,47,116
143,20,47,94,37,69
155,20,65,111,48,120
144,23,57,79,44,94
123,31,57,92,38,110
127,23,46,90,58,98
92,17,56,73,55,98
127,17,50,70,45,77
124,24,59,86,45,87
127,32,46,81,38,109
102,20,38,67,28,100
146,17,51,69,32,97
127,28,43,88,34,79
129,21,42,71,30,88
123,24,58,92,41,104
130,26,53,60,37,108
133,26,44,105,42,77
155,17,60,95,47,95
125,24,54,92,30,90
128,21,36,78,33,128
140,16,49,95,33,80
121,31,53,87,49,90
135,32,60,88,42,102
156,19,48,84,37,109
141,33,48,99,40,131
125,28,45,90,42,109
163,21,65,109,48,103
136,24,49,78,47,101
132,23,56,88,47,122
137,18,47,82,43,111
143,25,53,114,48,103
133,29,51,73,41,109
146,29,47,110,33,110
124,24,60,98,46,98
150,30,45,85,47,115
146,26,56,72,42,119
160,20,53,108,46,102
126,23,44,96,37,80
157,26,46,76,32,97
136,26,58,65,43,121
136,27,59,94,47,101
161,33,53,95,35,119
143,33,52,78,49,165
156,34,67,119,35,107
150,23,56,90,56,110
128,36,62,93,40,118
138,31,56,74,42,112
146,27,67,94,43,117
146,30,48,100,43,113
142,30,54,96,50,112
137,22,63,83,54,143
151,17,61,88,36,99
165,28,36,114,32,101
133,34,64,81,41,123
196,33,54,143,55,104
173,29,52,99,50,132
141,29,63,81,49,109
140,31,58,114,34,104
168,23,59,88,60,152
150,37,69,120,56,95
138,33,65,89,44,95
160,14,52,89,34,122
133,23,55,89,39,110
169,34,54,90,40,134
176,29,64,122,47,126
161,31,86,104,53,121
162,23,59,103,50,99
169,32,64,80,51,107
152,40,67,93,32,95
137,32,58,119,39,134
160,34,67,80,45,137
155,27,70,122,44,107
145,36,51,82,57,114
172,33,67,108,33,100
155,34,68,105,47,97
142,35,61,73,59,104
171,31,68,121,63,114
125,21,48,82,36,100
140,24,60,100,60,123
167,29,64,81,50,132
147,33,68,92,45,103
130,29,71,110,72,114
150,33,60,83,35,92
138,26,63,78,44,97
121,32,56,102,51,118
123,25,66,79,37,136
134,34,71,104,57,110
176,27,60,61,51,106
155,27,48,107,38,105
130,37,63,101,44,117
126,28,61,100,50,117
140,32,58,82,42,94
189,21,48,96,53,109
149,27,56,106,41,95
176,34,54,94,31,76
126,31,43,91,54,86
146,28,41,110,48,112
140,31,55,84,47,119
147,20,51,98,45,103
131,32,67,107,58,101
143,20,57,90,39,98
145,30,59,112,42,105
181,21,55,97,57,91
120,32,53,98,40,104
151,22,52,74,33,90
106,30,43,76,36,99
119,22,53,62,42,89
144,26,42,88,28,84
130,23,39,87,38,98
139,17,53,66,51,84
101,22,26,61,39,96
121,21,50,78,35,102
143,26,39,71,46,101
98,23,41,86,40,103
130,22,52,67,35,71
131,24,39,72,46,109
150,27,41,86,40,81
141,16,45,86,34,109
140,39,40,102,45,108
121,23,30,84,32,103
98,24,49,71,47,81
117,27,30,56,38,76
110,19,31,89,35,100
118,19,29,78,27,95
123,62,42,65,48,103
93,18,34,76,36,79
130,25,37,76,34,99
132,24,48,81,39,134
109,22,32,76,35,83
103,22,33,95,25,75
105,24,27,63,23,69
87,14,47,51,34,69
121,18,32,64,31,80
83,24,33,72,37,78
80,19,29,53,37,76
85,23,38,81,38,64
88,21,27,67,25,81
87,18,40,44,30,66
90,10,26,51,32,85
80,20,35,68,27,65
78,16,28,66,31,79
80,13,27,44,39,41
86,19,27,61,27,44
69,9,16,54,26,79
75,19,30,47,25,47
58,20,31,47,29,64
65,11,25,41,23,54
73,16,19,37,23,50
63,15,25,37,22,51
53,10,21,50,23,50
59,12,20,27,22,60
48,12,14,27,21,49
61,11,26,46,25,70
47,13,17,39,30,61
56,4,17,28,20,42
56,12,21,36,22,47
41,11,16,26,22,39
50,7,15,30,22,29
29,2,8,17,14,33
31,11,22,17,13,28
40,10,20,31,18,30
29,9,14,24,19,27
32,10,12,24,9,34
45,8,13,17,17,24
36,6,10,21,15,25
32,6,16,18,10,25
28,7,11,27,16,14
32,5,11,18,12,30
22,5,12,13,8,31
25,3,11,17,7,21
2,1,4,5,5,16
24,7,15,16,15,28
24,6,11,15,12,24
18,4,17,14,12,22
23,4,11,11,26,23
17,5,8,18,14,14
9,1,8,14,12,18
20,4,3,13,9,15
12,2,5,12,9,17
22,3,7,18,15,16
23,8,9,18,18,18
14,3,5,16,14,30
26,8,8,15,6,18
9,3,13,10,17,16
7,0,9,7,22,18
19,4,14,11,17,15
12,1,1,13,16,7
12,2,12,8,9,10
11,1,5,9,20,12
9,2,7,6,15,16
13,1,9,7,9,15
17,1,5,12,12,18
9,2,8,4,8,17
13,2,6,14,14,12
11,3,4,4,8,9
11,3,3,5,3,12
7,2,9,7,11,12
16,3,11,6,11,16
15,4,10,13,17,16
7,1,9,12,16,13
10,2,7,6,12,14
11,0,4,8,17,11
8,2,8,9,14,14
6,0,8,3,11,6
12,2,6,11,10,15
8,2,5,9,9,15
12,2,3,10,4,15
13,0,7,12,12,9
18,4,7,9,8,16
11,0,12,9,15,21
18,2,9,15,12,16
21,1,6,11,13,13
15,3,6,6,5,15
6,3,15,12,15,10
22,1,10,9,8,17
14,2,9,9,10,22
40,4,21,14,8,20
28,5,20,22,13,39
33,5,14,21,7,28
36,2,21,17,8,28
45,6,17,27,7,31
66,9,26,21,19,28
65,5,26,33,14,41
79,10,24,41,13,45
77,7,28,43,13,51
101,14,36,61,13,63
106,14,38,59,22,74
122,14,54,58,21,67
131,16,40,53,26,63
133,16,48,76,38,85
104,15,49,57,29,60
117,16,48,53,27,82
115,28,60,75,37,79
163,15,52,82,36,83
157,25,54,80,51,60
193,23,67,92,51,74
207,31,62,104,36,85
196,46,58,124,57,83
205,34,81,130,82,111
271,34,103,150,84,109
283,52,116,181,114,123
277,79,127,239,125,129
302,82,153,217,121,147
271,76,165,222,136,156
274,84,165,204,134,181
299,119,160,248,138,163
286,107,159,243,152,147
244,105,177,179,162,169
277,90,190,249,158,157
237,87,174,182,139,154
252,64,159,201,135,149
303,66,169,197,118,133
233,61,139,187,131,165
162,66,129,185,118,138
244,54,116,189,82,152
243,56,119,182,91,125
203,35,104,166,79,136
225,59,78,144,71,128
211,40,100,156,79,103
242,50,97,148,73,130
191,39,83,156,79,127
223,42,66,145,74,121
210,48,103,165,58,133
208,48,80,142,76,128
198,50,77,160,61,107
162,33,78,135,78,122
199,38,73,137,66,133
199,35,82,153,65,117
190,42,68,147,49,135
170,35,74,145,63,122
177,37,73,99,54,124
148,39,67,132,62,135
179,33,80,136,51,113
153,55,76,142,63,108
180,32,67,131,67,103
166,33,65,93,46,107
161,37,86,0,51,110
171,38,83,0,55,94
139,37,57,0,53,83
143,40,67,0,59,115
156,32,75,0,55,102
152,42,60,0,50,103
123,37,82,0,54,94
156,35,57,0,60,109
163,35,79,0,67,110
149,41,73,0,62,105
154,39,84,0,52,87
193,36,81,0,57,80
144,39,82,0,58,88
152,47,74,0,68,115
154,50,88,0,62,109
147,45,96,0,86,107
170,41,85,0,86,131
147,36,76,0,67,116
143,36,62,66,52,93
129,37,69,102,50,94
136,37,61,118,53,95
130,23,69,84,49,78
127,33,63,113,50,94
115,27,64,89,48,119
125,34,63,107,51,91
133,45,70,101,40,76
129,24,71,100,52,99
144,26,59,92,49,106
148,26,61,110,42,110
113,34,66,106,54,90
157,38,65,89,50,90
151,30,60,102,60,112
163,39,66,137,57,111
129,47,91,120,61,133
176,32,78,136,59,105
165,52,86,107,60,106
179,47,92,165,71,105
142,36,80,110,83,152
174,40,78,0,67,104
176,38,85,0,61,96
171,54,90,0,65,128
179,50,76,59,62,127
134,36,80,126,63,154
155,0,70,142,61,109
179,0,89,117,61,126
173,0,83,131,60,127
161,0,79,141,66,87
177,0,102,135,62,135
181,0,80,111,58,106
157,0,90,135,58,113
173,11,57,155,60,120
147,45,85,140,80,87
0,28,76,99,54,110
0,31,62,134,41,138
0,52,77,158,62,131
99,40,72,124,50,93
197,37,71,116,69,127
167,41,80,167,58,129
186,29,79,155,58,109
167,43,73,130,46,108
170,54,68,124,47,119
171,49,79,148,61,119
156,32,82,138,86,120
187,35,97,139,73,122
157,31,81,142,60,125
151,43,80,130,55,126
182,44,88,140,73,90
169,51,77,124,51,108
164,52,75,135,56,107
176,36,83,152,63,122
191,49,76,126,58,88
166,36,65,124,54,110
148,42,68,100,60,101
159,47,73,127,61,124
204,47,79,167,52,130
194,36,88,121,74,114
213,53,78,171,63,101
198,54,80,166,65,122
167,50,82,132,67,133
182,44,105,118,60,135
203,53,69,177,76,88
211,50,88,152,72,134
239,78,88,190,75,141
222,72,94,165,88,115
246,71,98,196,113,123
241,77,105,186,93,153
207,69,90,190,100,122
230,67,119,185,103,115
232,74,125,215,145,164
237,77,137,209,145,152
286,63,120,238,149,151
242,82,127,242,141,137
209,77,116,176,119,154
197,76,105,207,113,143
214,51,80,202,119,139
213,64,97,155,102,98
193,64,104,166,95,131
204,53,69,172,80,122
214,43,87,160,76,131
198,52,84,139,105,116
175,41,76,135,86,141
189,55,86,128,113,137
155,37,69,157,84,87
164,55,81,142,81,108
190,49,88,117,62,127
196,52,87,157,73,118
200,53,73,140,104,139
184,42,85,134,80,146
203,51,81,143,82,143
206,58,78,143,76,136
195,28,58,148,75,136
181,41,64,110,62,121
180,48,64,126,70,111
198,39,62,139,67,130
173,43,68,120,64,110
186,48,80,106,71,81
160,35,68,112,68,101
172,35,63,123,65,101
197,49,77,155,90,113
219,70,87,142,99,116
199,47,101,160,112,140
235,70,87,175,102,133
204,48,92,179,108,121
199,56,112,140,100,119
166,52,91,133,80,126
200,56,84,145,82,118
177,45,66,161,95,118
168,59,76,146,74,94
162,46,73,123,116,119
175,46,71,153,71,108
183,40,72,133,90,95
216,42,73,116,75,104
156,42,69,122,63,93
174,43,56,127,66,95
150,55,80,155,70,121
149,59,79,110,75,115
143,31,75,109,57,102
138,32,56,105,56,115
147,31,58,99,40,106
130,47,64,115,60,96
126,34,60,80,58,90
119,36,59,114,71,123
113,36,52,71,53,95
104,31,65,100,49,97
111,21,49,92,61,100
120,30,61,94,61,78
106,31,61,89,69,84
122,31,64,103,72,115
129,38,59,105,73,104
120,30,64,82,61,94
101,33,70,108,56,71
93,21,64,73,85,88
84,32,58,79,59,78
82,34,52,65,44,63
72,13,60,55,48,78
67,25,33,63,48,59
81,26,47,48,47,68
69,13,34,67,35,47
82,15,34,40,24,65
60,12,36,48,47,50
56,20,22,48,34,52
51,11,30,45,30,59
62,10,21,31,22,45
44,12,23,32,26,49
56,12,18,52,32,40
66,17,26,44,25,45
38,7,18,29,24,45
43,8,18,31,30,42
38,6,23,20,26,37
36,7,19,27,18,33
49,11,18,30,20,23
27,3,9,29,25,30
23,6,16,20,26,35
36,8,15,20,19,37
19,3,19,23,19,24
31,3,17,17,28,30
25,3,6,14,8,25
21,6,12,22,16,29
26,2,13,19,21,20
26,6,17,20,14,17
27,3,7,12,15,24
30,5,9,20,8,26
11,0,3,6,3,9
23,3,6,12,10,16
23,4,12,11,11,19
23,1,5,25,13,17
22,6,9,12,7,21
24,3,8,15,11,20
11,1,12,19,13,15
20,2,9,7,16,16
20,2,8,10,12,24
12,1,8,15,11,21
12,2,11,4,14,15
8,3,4,12,14,15
17,1,6,14,11,19
14,1,6,20,8,16
7,2,8,12,15,13
14,3,11,14,12,14
13,1,6,10,21,16
7,1,5,8,8,17
20,3,7,11,14,12
14,2,10,14,19,24
17,1,13,8,22,16
10,2,8,11,12,18
18,1,7,3,11,20
17,3,1,15,9,14
12,1,7,11,10,15
13,2,10,10,26,19
11,1,9,5,12,12
10,0,6,8,8,15
10,4,6,5,4,13
12,2,6,7,10,8
12,1,6,9,16,12
12,1,4,8,8,18
16,1,6,6,10,7
13,3,15,8,17,21
12,0,3,7,13,17
6,0,7,7,24,18
10,2,13,10,14,17
21,2,7,5,11,11
14,2,6,16,9,22
12,4,7,9,6,12
10,2,7,9,12,15
11,1,13,11,12,12
20,2,11,13,11,17
15,1,8,11,11,15
15,1,9,13,7,19
23,2,10,8,5,21
32,4,15,16,13,26
22,4,12,12,8,20
27,4,11,12,7,19
26,5,15,17,7,21
35,3,16,22,10,27
35,8,23,17,9,33
46,5,21,28,6,30
60,11,27,37,16,32
78,9,31,39,18,44
80,11,23,41,14,58
72,18,32,52,23,54
84,9,36,45,14,61
75,19,39,44,20,54
79,9,28,45,17,56
86,17,40,59,15,54
117,20,44,45,31,53
105,22,35,65,30,70
128,12,54,71,37,62
130,27,48,79,26,64
168,22,62,90,50,58
195,37,78,97,49,58
183,28,66,128,46,81
203,36,88,117,68,101
201,28,85,132,93,115
249,58,97,164,86,98
219,74,128,223,131,128
239,67,152,185,142,171
216,88,162,216,156,144
264,99,172,261,168,136
266,97,159,262,154,162
286,112,174,202,166,149
237,85,184,299,136,162
224,106,170,211,147,168
252,85,164,213,142,159
260,97,168,250,133,145
222,58,136,169,129,129
179,47,142,179,113,152
219,50,138,181,109,149
200,63,106,191,91,122
220,49,114,169,87,130
180,58,100,153,72,114
203,35,90,165,74,148
206,51,87,157,68,146
211,54,104,175,81,142
210,62,88,189,59,139
199,54,94,147,64,158
185,40,82,127,59,115
190,46,74,161,65,134
194,29,80,154,63,108
184,41,78,148,53,128
162,48,78,144,55,123
225,58,84,109,52,132
188,39,79,142,53,126
169,40,72,152,52,133
144,41,76,172,46,108
142,33,77,139,51,107
129,38,83,115,53,104
152,47,72,153,68,130
143,35,83,144,54,136
135,43,80,154,57,126
158,39,66,136,59,130
136,37,70,113,52,110
150,33,72,141,57,107
147,38,46,141,48,105
155,63,66,163,49,93
156,29,79,131,75,123
172,38,67,118,66,145
173,35,62,140,59,134
149,32,64,128,64,91
146,40,80,125,62,95
115,29,66,113,62,97
137,45,87,114,54,124
143,45,79,163,72,89
160,41,78,138,65,107
123,62,100,169,68,98
132,27,73,135,85,124
145,36,69,103,69,100
135,37,70,112,64,128
133,33,61,124,46,89
127,35,56,114,51,106
115,32,60,122,52,95
135,40,69,89,59,93
112,35,61,115,41,92
117,33,56,98,62,87
131,34,67,120,51,96
119,23,53,78,44,90
118,30,59,87,53,101
113,30,56,88,35,85
139,30,46,97,36,84
110,29,56,116,50,116
131,25,64,114,46,62
129,33,57,88,50,85
134,47,67,115,68,112
131,27,76,116,51,112
172,32,79,133,64,104
139,43,84,129,79,128
154,49,101,137,59,128
159,45,115,114,69,115
139,48,99,169,65,136
163,46,88,153,75,109
148,45,89,143,70,107
156,51,72,119,54,118
151,39,76,133,51,72
147,51,74,140,62,123
156,44,85,128,67,150
170,42,69,128,56,116
144,43,92,161,55,106
144,35,96,145,84,101
181,46,78,146,57,139
163,46,64,121,59,119
196,52,80,160,70,135
161,39,71,130,48,117
136,50,90,143,68,103
130,38,75,119,71,126
148,37,78,146,59,92
173,41,59,145,60,124
157,44,63,134,50,105
140,51,89,130,60,110
143,48,69,154,65,137
140,40,70,147,58,136
167,43,69,148,53,106
149,41,77,104,70,111
144,57,68,120,63,106
163,54,90,167,53,150
157,48,78,153,55,101
170,43,73,151,42,144
167,43,96,138,59,130
186,50,84,133,55,132
147,52,92,139,67,109
138,34,77,136,54,109
175,42,83,161,66,122
164,41,90,137,59,125
122,39,73,123,69,122
166,47,72,146,64,137
169,55,85,135,51,107
139,35,73,145,75,120
143,43,88,155,68,131
178,34,83,136,71,157
151,35,90,139,67,119
184,60,88,159,76,112
161,60,90,109,68,97
154,53,87,169,62,146
199,69,104,181,83,114
225,69,111,167,104,113
206,72,97,159,93,149
185,73,99,182,90,119
167,62,110,197,122,126
205,80,104,199,98,154
207,75,109,228,135,156
240,88,126,277,133,144
202,72,139,226,124,125
217,62,109,200,149,172
217,71,111,239,132,148
228,76,115,243,145,154
203,70,98,227,116,125
215,77,100,175,107,136
201,62,97,179,89,138
184,76,137,174,109,120
164,53,90,200,99,137
195,57,86,167,72,130
174,40,83,150,84,130
168,45,87,148,80,100
167,47,79,164,76,123
144,39,63,128,68,123
173,48,83,105,89,119
187,50,78,177,108,150
176,44,65,142,61,116
161,43,67,126,69,139
168,55,77,135,75,103
160,49,77,162,64,119
163,36,52,132,67,96
162,58,80,104,61,147
158,54,71,154,70,115
179,30,65,109,48,125
147,46,71,119,76,121
153,37,74,95,75,120
131,25,71,119,59,92
169,35,74,118,42,120
178,50,78,149,88,109
176,49,91,154,92,139
194,54,97,176,89,138
205,52,85,177,107,142
188,61,101,149,108,124
184,37,81,152,96,136
177,50,94,137,83,105
168,52,84,153,96,126
162,50,86,146,81,108
166,57,81,136,86,121
173,40,80,149,75,115
132,41,63,131,84,112
135,31,66,107,69,92
135,51,78,106,84,122
157,39,86,125,72,140
153,45,75,109,62,105
145,38,71,134,66,98
137,49,64,126,67,125
138,37,66,130,69,100
139,39,60,112,66,110
121,23,67,94,77,97
116,29,49,89,52,120
108,27,54,105,42,94
115,31,55,100,54,92
115,28,61,83,54,106
116,21,52,68,56,104
113,39,50,119,51,93
120,34,51,114,61,96
88,27,66,87,69,92
122,42,63,127,70,117
125,29,72,89,71,110
84,34,65,67,82,102
83,25,86,85,70,96
90,18,56,90,59,99
76,32,57,69,61,92
96,24,46,73,46,68
76,24,42,67,44,79
64,22,44,57,36,63
62,18,34,48,46,64
67,19,38,51,31,51
69,19,29,63,38,47
55,19,39,51,41,77
60,12,29,45,36,55
48,13,34,49,31,43
61,13,34,44,32,47
64,14,23,43,32,74
44,11,20,40,27,46
47,6,20,33,18,39
50,15,19,43,27,32
46,7,21,36,21,40
36,8,13,37,30,33
35,10,23,30,17,39
31,8,17,30,23,45
33,7,14,29,38,47
28,5,22,18,21,42
25,6,16,15,16,30
22,5,16,21,22,35
31,6,16,20,17,30
19,7,17,21,15,23
32,7,5,24,14,32
19,3,10,27,18,30
27,4,14,18,17,30
23,10,12,34,26,29
21,4,13,10,11,19
9,2,5,8,8,11
21,5,8,16,18,23
16,0,10,20,21,26
22,2,11,10,10,28
17,6,9,16,19,22
22,3,12,12,10,23
19,2,9,17,21,33
25,3,5,14,13,25
19,3,6,12,13,21
15,1,8,12,20,13
21,1,8,6,17,18
10,1,7,13,7,22
20,2,8,15,20,19
19,1,4,14,11,16
16,5,9,12,14,20
13,3,6,9,6,13
15,2,8,12,12,10
11,2,7,7,13,15
10,1,4,8,5,20
12,3,8,2,12,10
10,0,5,9,16,16
13,1,10,10,10,14
18,4,4,9,12,16
19,3,10,11,15,14
8,1,12,7,16,11
14,3,29,3,9,21
11,4,6,13,17,17
22,0,9,6,14,22
20,1,15,6,21,23
11,0,5,7,14,15
12,4,12,12,16,16
9,2,9,5,16,16
8,0,5,9,10,16
15,2,4,11,14,11
17,0,1,10,6,10
7,1,4,9,14,15
9,1,8,7,11,14
5,2,3,4,7,19
24,1,4,11,17,10
18,1,10,1,6,17
13,1,7,12,13,18
18,0,6,12,10,15
27,5,11,11,8,14
17,4,9,16,10,20
18,5,9,15,12,19
19,4,12,17,10,16
36,1,13,10,7,22
30,2,7,17,11,18
32,4,17,17,9,23
37,3,16,20,9,21
37,8,22,28,13,26
44,3,16,24,4,31
54,5,25,22,16,34
65,10,30,36,10,44
70,15,30,28,13,31
73,7,22,37,13,45
73,9,41,35,11,49
101,14,27,58,15,52
89,10,40,45,21,45
104,11,46,56,24,63
80,15,35,41,29,49
101,19,52,68,30,55
139,14,47,60,21,50
123,19,44,72,32,63
150,25,52,72,46,61
175,24,55,67,37,74
177,38,63,103,34,64
186,34,78,113,66,80
245,33,68,119,71,125
221,42,84,144,63,96
253,57,121,180,102,159
298,61,131,226,141,143
276,79,151,208,151,115
239,106,146,239,141,160
306,91,167,244,150,175
332,101,165,180,168,158
315,105,190,248,142,137
256,103,164,214,143,166
265,99,166,275,147,124
271,75,171,191,128,168
292,70,161,207,139,156
275,86,132,211,111,152
241,47,138,199,137,142
235,56,145,176,115,123
221,53,111,159,88,155
222,47,86,158,88,137
205,44,94,120,67,140
200,55,97,159,89,146
213,43,90,171,69,150
213,42,92,136,80,116
188,42,87,159,65,134
211,52,81,156,63,142
202,43,86,126,95,149
206,51,82,134,64,144
196,42,87,164,60,129
219,49,92,147,63,123
187,41,80,166,78,141
213,54,77,141,51,134
204,48,85,125,51,117
178,53,84,172,64,136
200,40,81,165,53,128
165,43,81,143,76,119
162,40,89,137,67,131
176,46,79,110,62,121
152,39,82,133,54,110
169,34,79,135,61,135
192,20,72,144,58,131
166,7,84,127,54,97
159,75,66,111,46,108
155,64,79,114,52,89
182,62,82,115,64,113
146,66,70,138,47,102
153,72,79,128,44,90
167,52,69,94,53,113
139,68,67,127,42,94
139,68,68,118,56,114
167,61,90,135,60,99
144,50,82,130,72,114
151,54,86,112,66,120
170,66,90,123,94,121
178,55,109,144,62,122
138,67,89,153,86,117
173,70,67,123,76,99
130,58,78,120,80,123
142,60,61,113,60,131
140,46,62,120,52,95
154,60,67,100,60,83
160,49,51,134,38,106
164,65,53,90,45,85
133,50,69,111,47,91
151,65,68,119,67,87
140,44,70,111,44,90
143,48,68,102,46,91
143,79,66,103,57,133
155,58,66,93,50,89
150,40,74,109,56,114
142,67,60,108,53,84
152,61,69,127,59,104
160,74,84,127,64,119
174,75,85,142,70,97
175,90,76,142,53,112
180,70,94,166,74,111
188,85,88,159,87,132
182,119,97,157,78,109
186,76,95,168,72,133
191,70,90,168,65,122
194,87,94,177,76,127
157,90,110,130,60,136
206,85,95,150,69,122
174,62,61,169,64,103
173,79,63,141,62,113
179,67,72,142,50,126
194,74,71,122,58,131
164,64,65,157,59,126
156,57,78,127,49,125
151,78,70,115,41,97
171,69,63,113,57,110
148,72,68,132,70,114
202,57,61,142,58,137
181,73,77,117,55,94
153,76,94,130,67,126
176,77,74,134,51,110
160,74,79,122,58,136
137,60,74,122,71,45
170,57,65,109,64,159
155,83,93,0,69,150
176,63,75,0,64,131
148,74,86,0,62,157
167,60,68,0,53,163
191,85,78,0,53,197
178,80,74,0,76,155
179,71,69,0,68,153
204,73,71,0,50,147
179,87,85,0,61,173
169,70,72,0,60,159
176,81,74,0,46,127
158,74,63,0,62,147
167,74,77,0,69,134
156,58,80,0,76,131
158,78,84,72,63,160
179,75,70,130,64,138
183,79,75,149,60,158
208,95,84,144,54,125
173,78,76,153,71,145
201,74,66,147,47,171
187,77,82,126,52,169
208,99,68,147,55,131
192,89,86,140,73,136
211,104,69,168,86,171
216,96,91,127,76,174
250,104,96,137,103,134
241,134,88,197,77,154
207,121,111,200,104,147
227,124,115,230,105,135
247,132,127,234,138,168
262,125,142,243,137,221
250,141,140,268,162,209
232,123,137,208,142,202
268,99,112,218,134,182
